url,name,streetaddress,country,number,cuisine,parking,specialties,services,email,website,about,attire,general_manager
https://www.facebook.com/EmbersRestaurant/,Embers Restaurant ,8170 Montgomery Rd,Cincinnati,+1 513-984-8090,"seafood, steakhouses and sushi bars",Parking Lot and valet parking,Serves dinner and drinks,"Takes Reservations,  Walk-Ins Welcome,  Good For Groups,  Good For Kids,  Take Out,  Catering,  Waiter Service",info@embersrestaurant.com,http://www.embersrestaurant.com,HAPPY HOUR DAILY 4-6P Tuesday~ Half Price Bottles of Wine!  Wednesday~ Half Price Sushi in the bar! Thursday~ Half Price Bar Menu!,Dressy,Michael Mink
https://www.facebook.com/NorthsideYachtClub/,Northside Yacht Club ,4227 Spring Grove Ave,Cincinnati,+1 513-541-0528,Multi-Cuisine,Street parking,Serves dinner and drinks,"Walk-Ins Welcome,  Good For Groups,  Take Out,  Outdoor Seating",northsideyachtclub@gmail.com,http://www.northsideyachtclub.com,"Smoked foods, craft beers, craft cocktails, diverse spirits, friendly staff, live music and an outdoor patio! For fans of: food, booze and rocknroll",Casual,
https://www.facebook.com/Tags-Cafe-121413117873668/,Tags Cafe ,5761 Springdale Rd,Cincinnati,+1 513-741-1333,breakfast and sandwiches,,"Serves breakfast, lunch, dinner and coffee","Walk-Ins Welcome,  Good For Groups,  Good For Kids,  Take Out,  Catering,  Waiter Service",tagscafe@aol.com,http://www.TAGSCAFE.Com,"Shop Local!  Peach Grove/White Oak/Northgate - Serving Breakfast and Lunch Monday thru Saturday and Meatloaf Dinner on Wednesday!  Fresh baked breads, soups, salads, and desserts.  Espresso Bar, Free Wi-Fi, Boxed lunches, and .",,
https://www.facebook.com/cincymp/,The Melting Pot ,11023 Montgomery Rd,Cincinnati,+1 513-530-5501,fondue and french,Parking Lot parking,"Serves dinner, coffee and drinks","Takes Reservations,  Walk-Ins Welcome,  Good For Groups,  Good For Kids,  Waiter Service",cincinnatimelt@live.com,https://www.meltingpot.com/cincinnati-oh,Cincinnati's Favorite Place To Celebrate,Casual,Thomas Reiff
https://www.facebook.com/eatfrenchiefresh/,Frenchie Fresh ,3831 Edwards Rd Unit 100,Cincinnati,+1 513-366-3960,Multi-Cuisine,Parking Lot parking,"Serves lunch, dinner and drinks","Good For Groups,  Good For Kids,  Outdoor Seating,  Take Out",social@frenchiefresh.com,http://www.frenchiefresh.com,"Frenchie Fresh brings delicious French-inspired food to the Midwest.  We offer fresh ideas, fresh ingredients and a fresh approach.",,
https://www.facebook.com/originalpancakehousecincinnati/,Original Pancake House Cincinnati ,8355 Beechmont Ave,Cincinnati,+1 513-386-7261,breakfast and brunch,Parking Lot parking,Serves breakfast and lunch,"Walk-Ins Welcome,  Good For Kids,  Take Out,  Catering",,http://www.originalpancakehouse.com,,,
https://www.facebook.com/PrimeCincy/,Prime Cincinnati ,"580 Walnut St, Ste 100",Cincinnati,+1 513-579-0720,Multi-Cuisine,"Street, parking lot and valet parking","Serves lunch, dinner, drinks and coffee","Takes Reservations,  Walk-Ins Welcome,  Good For Groups,  Catering,  Waiter Service,  Outdoor Seating",nelson.castillo@primecincy.com,http://primecincinnati.com,"Prime Cincinnati is known for its USDA Prime steaks, exquisite cuisine, extensive wine selection and outstanding service.",Dressy,"Nelson Castillo, Managing Partner"
https://www.facebook.com/JGumbosClifton/,J. Gumbo's Clifton ,286 Ludlow Ave,Cincinnati,+1 513-407-6930,"cajun/creole, vegan and vegetarian",Street and parking lot parking,Serves lunch and dinner,"Walk-Ins Welcome,  Good For Groups,  Good For Kids,  Take Out,  Catering",store33@jgumbos.com,http://www.jgumbos.com,Cajun and Creole Restaurant on Ludlow.  Stop in for a free sample.  Check out our daily specials.  Now serving $6.00 bowls from 10 PM to midnight everyday!,Casual,Brandon Bishop
https://www.facebook.com/bastreetkitchen/,B&A Street Kitchen ,1500 Race Street,Cincinnati,+1 513-345-6670,Multi-Cuisine,,"Serves breakfast, lunch, dinner and coffee","Good For Kids,  Take Out,  Walk-Ins Welcome",info@bastreetkitchen.com,http://www.bastreetkitchen.com,B&A Street Kitchen is your destination for Southern comfort food and Tex-Mex favorites.,Casual,
https://www.facebook.com/PleasantryOTR/,Pleasantry ,118 W 15th St.,Cincinnati,+1 513-381-1969,Multi-Cuisine,Street and valet parking,"Serves breakfast, lunch, dinner, coffee and drinks","Outdoor Seating,  Takes Reservations,  Take Out,  Waiter Service,  Walk-Ins Welcome",reservations@pleasantryotr.com,http://www.pleasantryotr.com,"A Cincinnati neighborhood restaurant focusing on natural wine, approachable Midwestern food & crafted coffee.",Casual,"Daniel Souder, Co-Owner"
https://www.facebook.com/chcincinnatioh/,Cooper's Hawk Winery & Restaurant ,8080 Montgomery Rd,Cincinnati,+1 513-488-1110,,,,,,http://www.chwinery.com,,,
https://www.facebook.com/butcherandbarrel/,Butcher and Barrel ,700 Race St.,Cincinnati,+1 513-954-8974,,,Serves dinner and drinks,"Catering,  Delivery,  Good For Groups,  Outdoor Seating,  Takes Reservations,  Take Out,  Waiter Service,  Walk-Ins Welcome",butcherandbarrelevent@gmail.com,https://thebutcherbarrel.com,THE BUTCHER AND BARREL IS DOWNTOWN’S MOST EXCITING NEW RESTO-BAR! ,Casual,Michael Keith
https://www.facebook.com/KruegersTavern/,Krueger's Tavern ,1211 Vine St,Cincinnati,+1 513-834-8670,Multi-Cuisine,Street and valet parking,"Serves lunch, dinner and drinks","Good For Groups,  Good For Kids,  Outdoor Seating,  Takes Reservations,  Waiter Service,  Walk-Ins Welcome",,http://www.kruegerstavern.com,,Casual,
https://www.facebook.com/sommwinebar/,Somm Wine Bar ,3105 Price Ave,Cincinnati,+1 513-244-5843,,Street parking,Serves dinner,,info@sommwinebarcincinnati.com,http://www.sommwinebarcincinnati.com,"Somm Wine Bar is located in The Incline District in Cincinnati, Ohio. ",,
https://www.facebook.com/YardHouseCincinnati/,Yard House ,95 E Freedom Way,Cincinnati,+1 513-381-4071,,,,,,http://www.yardhouse.com/locations/oh/cincinnati/cincinnati-the-banks/8344,"An upscale-casual eatery known for great food, classic rock music and 100-250 taps of imported, craft and specialty ales & lagers.",,
https://www.facebook.com/Checincinnati/,Che ,1342 Walnut St,Cincinnati,+1 513-345-8838,brunch and italian,Street parking,Serves dinner and drinks,"Good For Groups,  Good For Kids,  Take Out,  Catering",checincinnati@yahoo.com,http://www.checincinnati.com,"Empanadas, Pizzas, Meats, Salads, Argentinean Style, Argentinean Owned, Daily Bar Deals, Neighborhood Atmosphere, Amazing Staff, WALNUT ST OTR",Casual,Juan Imeroni
https://www.facebook.com/Chipotle-Mexican-Grill-145931342109795/,Chipotle Mexican Grill ,9430-C Colerain Ave,Cincinnati,+1 513-385-2156,,,,,,https://www.chipotle.com,,,
https://www.facebook.com/Tuckers-Restaurant-116251921736681/,Tucker's Restaurant ,1637 Vine St,Cincinnati,+1 513-721-7123,,,,,,http://WWW.TUCKERS.COM,,,
https://www.facebook.com/ZorbasGreekRestaurantOhio/,Zorbas Greek Restaurant  Ohio ,6520 Glenway Av,Cincinnati,+1 513-574-2111,greek and mediterranean and vegetarian,Parking Lot parking,"Serves lunch, dinner, coffee and drinks","Walk-Ins Welcome,  Good For Groups,  Good For Kids,  Take Out,  Catering,  Waiter Service",zorbasgyros@yahoo.com,http://www.zorbasgreekgyro.com,"Zorbas Greek Restaurant serves a variety of Greek dishes and of course the famous ""Gyro"". Come in and taste Greece's most famous food!",Casual,kosta-Dean
https://www.facebook.com/Wild-Mikes-Delhi-215998328412297/,Wild Mike's Delhi ,5043 Delhi Ave,Cincinnati,+1 513-451-9464,american (traditional),Parking Lot parking,"Serves lunch, dinner and drinks","Walk-Ins Welcome,  Good For Groups,  Good For Kids,  Take Out,  Waiter Service",,http://wildmikeswings.com,Locally Owned Family Restaurant,Casual,George Doland
https://www.facebook.com/Coffee.Emporium/,Coffee Emporium ,110 E Central Pkwy,Cincinnati,+1 513-651-5483,Multi-Cuisine,Street parking,"Serves breakfast, lunch, dinner, drinks and coffee","Walk-Ins Welcome,  Good For Groups,  Good For Kids,  Take Out,  Catering,  Outdoor Seating",coffee.emporium@gmail.com,http://coffee-emporium.com,"The premier specialty coffee roaster and direct trade coffee store in Cincinnati, Ohio. We are proud to be open 364 days a year!",,
https://www.facebook.com/A-Tavola-Bar-Trattoria-Madeira-1403369916604953/,A Tavola Bar + Trattoria ,7022 Miami Ave,Cincinnati,+1 513-272-0192,,,Serves lunch and dinner,,,http://www.atavolapizza.com,"Hand made, wood-fired Neapolitan and Roman style pizza. Great wines, craft beer, and craft cocktails.",,
https://www.facebook.com/Hibachi-Master-Beechmont-111667258871616/,Hibachi Master ~ Beechmont ,8160 Beechmont Ave,Cincinnati,+1 513-474-9888,japanese and sushi bars,Parking Lot parking,"Serves lunch, dinner and drinks","Walk-Ins Welcome,  Take Out,  Catering,  Waiter Service",hibachimaster@hotmail.com,http://www.hibachimaster.com,,,
https://www.facebook.com/ramundospizzeriamtlookout/,Ramundo's Pizzeria ,3166 Linwood Ave (Mt. Lookout),Cincinnati,+1 513-321-0978,,Street parking,Serves lunch and dinner,,,http://www.ramundospizzeria.com,""" A Slice of New York ",,
https://www.facebook.com/SkylineChiliGlenway/,Skyline Chili ,5476 Glenway Avenue,Cincinnati,+1 513-451-3355,,,,,,http://www.skylinechili.com,,,
https://www.facebook.com/MidiCiCincinnati/,MidiCi The Neapolitan Pizza Company ,595 Race Street,Cincinnati,+1 513-273-4333,,,,,,http://www.mymidici.com/locations/ohio/cincinnati/cincinnati,MidiCi is on a mission to bring friends together with authentic Italian flavors and a warm welcome in a place where you can hang out any time of day.,Casual,Stan Thomakos
https://www.facebook.com/TheMercerOTR/,The Mercer OTR ,1324 Vine St,Cincinnati,+1 513-421-5111,american (new) and italian,"Street, parking lot and valet parking","Serves dinner, drinks and coffee","Good For Groups,  Outdoor Seating,  Takes Reservations,  Waiter Service,  Walk-Ins Welcome",info@themercerotr.com,http://www.themercerotr.com,Offering comfortable fine dining in Over-The-Rhine's bustling Gateway Quarter.,,Emmy Friedrichs
https://www.facebook.com/FirstWatchHarpersStation/,First Watch ,11301 Montgomery Road,Cincinnati,+1 513-489-6849,,,,,,http://www.firstwatch.com,,,
https://www.facebook.com/Half-Day-Cafe-207582271902/,Half Day Cafe ,1 Wyoming Ave,Cincinnati,+1 513-821-2323,Multi-Cuisine,Street and parking lot parking,Serves breakfast and lunch,"Walk-Ins Welcome,  Take Out,  Catering,  Waiter Service",halfdaycafe@fuse.net,http://www.halfdaycafe.org,,Casual,
https://www.facebook.com/WildEggsCincinnati/,Wild Eggs Cincinnati ,3240 Vandercar Way,Cincinnati,+1 502-439-4376,,,,,,http://wildeggs.com,"Wild Eggs is a fresh, contemporary breakfast/ lunch restaurant based in Louisville, KY. The friendly service and stellar food have made it a fan favorite!",,
https://www.facebook.com/ninegiant/,Nine Giant Brewing ,6095 Montgomery Rd,Cincinnati,+1 513-366-4550,,Street parking,"Serves lunch, dinner and drinks","Walk-Ins Welcome,  Good For Groups,  Good For Kids",info@ninegiant.com,http://www.ninegiant.com,Brewery + Kitchen in the heart of Pleasant Ridge,Casual,Brandon Hughes
https://www.facebook.com/cazadoresbeechmont/,Los Cazadores ,637 Ohio Pike,Cincinnati,+1 513-843-6195,mexican,Parking Lot parking,,"Walk-Ins Welcome,  Good For Groups,  Good For Kids,  Take Out,  Waiter Service",,http://www.loscazadores.info,Los Cazadores Mexican Restaurant new location in Beechmont Cincinnati ohio,,
https://www.facebook.com/ichibancinci/,Ichiban Japanese Cuisine ,1020 Delta Ave,Cincinnati,+1 513-321-8686,,Street parking,Serves dinner,,troypan2013@hotmail.com,http://www.ichibancinci.com,"Contemporary Japanese cuisine, including award winning sushi and a wide variety of Asian entrees.",,
https://www.facebook.com/parkersblueash/,Parkers Blue Ash Tavern ,4200 Cooper Rd,Cincinnati,+1 513-891-8300,"american (new), american (traditional) and seafood",Parking Lot parking,"Serves breakfast, lunch, dinner, coffee and drinks","Takes Reservations,  Walk-Ins Welcome,  Good For Groups,  Good For Kids,  Take Out,  Catering,  Waiter Service,  Outdoor Seating",,http://www.parkersblueash.com,Parkers Blue Ash Tavern,Casual,Gary Nebiolo
https://www.facebook.com/cincys/,Cincy steak and lemonade ,2607 Short Vine St,Cincinnati,+1 513-221-0800,Multi-Cuisine,Street and parking lot parking,"Serves breakfast, lunch, dinner and drinks","Walk-Ins Welcome,  Good For Groups,  Good For Kids,  Take Out,  Delivery",cincysteakandlemonade@gmail.com,,CincySteakNLemonade,Casual,Said
https://www.facebook.com/senatepub/,SENATE Restaurant ,1212 Vine St,Cincinnati,+1 513-421-2020,Multi-Cuisine,Street and valet parking,"Serves lunch, dinner and drinks","Walk-Ins Welcome,  Good For Groups,  Good For Kids,  Take Out,  Waiter Service,  Outdoor Seating",info@senatepub.com,http://senatepub.com,"Pushers of beer, wine & gourmet street food. Over-the-Rhine before it was cool, again.",Casual,"Ryan Caton, General Manager"
https://www.facebook.com/miosanderson/,Mio's Anderson Pizzeria and Tavern ,8298 Clough Pike,Cincinnati,+1 513-474-3777,"italian, pizza and sandwiches",Parking Lot parking,"Serves lunch, dinner and drinks","Takes Reservations,  Walk-Ins Welcome,  Good For Groups,  Good For Kids,  Take Out,  Delivery,  Catering,  Waiter Service,  Outdoor Seating",ohkyva@aol.com,http://www.miospizza.com,,Casual,
https://www.facebook.com/LakeNinaRestaurant/,Lake Nina Restaurant ,7200 Pippin Rd,Cincinnati,+1 513-521-4020,,,,,,http://www.lakeninarestaurant.com,Welcome to Lake Nina Restaurant!,,
https://www.facebook.com/BRUcincinnati/,BRU Burger Bar Cincinnati ,41 E 6th St,Cincinnati,+1 513-463-6003,,,Serves lunch and dinner,,,http://www.bruburgerbar.com,"The hamburger is over 100 years old. It’s a classic, purely American, and an icon. BRU is an ode to our love….the Burger.",,Brooke Cason
https://www.facebook.com/krimmersitalianettepizzeria/,Krimmer's Italianette Pizza ,6916 Plainfield Rd,Cincinnati,+1 513-791-7650,pizza and sandwiches,Parking Lot parking,Serves lunch and dinner,,,http://italianettepizza.com,"Krimmer's Italianette Pizzeria in Silverton Ohio has been a ""Krimmer"" family tradition for 25 years offering the freshest homemade food made daily. Our dou",,
https://www.facebook.com/viavite/,Via Vite ,520 Vine St,Cincinnati,+1 513-721-8483,italian and pizza,Street and parking lot parking,"Serves lunch, dinner, drinks and coffee","Takes Reservations,  Walk-Ins Welcome,  Good For Groups,  Take Out,  Catering,  Waiter Service,  Outdoor Seating",info@viaviterestaurant.com,http://www.viaviterestaurant.com,Via Vite is an Italian restaurant located on Fountain Square.,Casual,
https://www.facebook.com/AapIndiaRestaurant/,Aap India Restaurant ,6430 Glenway Ave,Cincinnati,+1 513-832-7448,,,"Serves lunch, dinner, drinks and coffee","Catering,  Delivery,  Good For Groups,  Good For Kids,  Takes Reservations,  Take Out,  Waiter Service,  Walk-Ins Welcome",,http://AapIndiaRestaurant.com,Indian Restaurant Cincinnati Downtown,,
https://www.facebook.com/Maurys-Tiny-Cove-Steak-House-113808751984429/,Maury's Tiny Cove Steak House ,3908 Harrison Ave,Cincinnati,+1 513-662-2683,Multi-Cuisine,Street and parking lot parking,Serves dinner and drinks,"Catering,  Good For Groups,  Good For Kids,  Outdoor Seating,  Take Out,  Walk-Ins Welcome",afaillace1@gmail.com,http://maurys-steakhouse.com/wp,"Music, Martinis and Memories!",Casual,
https://www.facebook.com/quanhapa/,QUAN HAPA [OTR] ,1331 Vine St,Cincinnati,+1 513-421-7826,Multi-Cuisine,Street parking,"Serves lunch, dinner, coffee and drinks","Walk-Ins Welcome,  Good For Groups,  Take Out,  Delivery,  Catering,  Waiter Service,  Outdoor Seating",info@quanhapa.com,http://www.quanhapa.com,"Quan Hapa is a chef driven Asian gastropub serving Downtown Cincinnati & OTR. We are now open all day for lunch, dinner and Saturday Brunch.",Casual,
https://www.facebook.com/metropoleonwalnut/,Metropole ,609 Walnut St,Cincinnati,+1 513-578-6660,american (new),Street and valet parking,"Serves breakfast, lunch, dinner, drinks and coffee","Good For Groups,  Takes Reservations,  Walk-Ins Welcome",,http://metropoleonwalnut.com,Now open,,Iona Muir
https://www.facebook.com/TOBClifton/,Taste of Belgium Clifton ,2845 Vine St,Cincinnati,+1 513-396-5312,,Street and parking lot parking,"Serves breakfast, lunch and dinner",,clifton@authenticwaffle.com,http://www.authenticwaffle.com,"Taste of Belgium's second bistro location. Similar menu to the original location with a lot, lot more beers on draft! 24 total.",,
https://www.facebook.com/JimDandysFamilyBBQ/,Jim Dandy's Family BBQ ,2343 E Sharon Rd,Cincinnati,+1 513-771-4888,,,Serves lunch and dinner,"Catering,  Good For Groups,  Good For Kids,  Outdoor Seating,  Take Out,  Walk-Ins Welcome",JimDandysFamilyBBQ@gmail.com,http://www.jimdandybbq.com,Down-home BBQ and making you feel at home is what we do best. Stop by for authentic flavors that we've spent 30 years perfecting.,,Jim Emig
https://www.facebook.com/TheCenturyInn/,Century Inn ,10675 Springfield Pike,Cincinnati,+1 513-771-4816,Multi-Cuisine,Parking Lot parking,"Serves lunch, dinner and drinks","Catering,  Good For Groups,  Good For Kids,  Outdoor Seating,  Takes Reservations,  Take Out,  Waiter Service,  Walk-Ins Welcome",info@thecenturyinn.com,http://www.thecenturyinn.com,"One of Ohio's oldest inns, The Century Inn delivers great American Food at affordable prices an a casual and relaxing atmosphere.",Casual,Greg Ready
https://www.facebook.com/piadahydepark/,Piada Italian Street Food ,3780 Paxton Ave,Cincinnati,+1 513-386-8274,,,,,piada.hydepark@mypiada.com,http://mypiada.com,"A fast casual, authentic eatery serving hand rolled Piadas, Pasta Bowls and Chopped Salads. 2013 winner of Restaurant News' Hot Concept award.",,
https://www.facebook.com/boomtownbiscuitbar/,Boomtown Biscuits & Whiskey ,1201 Broadway,Cincinnati,+1 513-381-2666,,,,,info@boomtownbiscuitbar.com,http://www.boomtownbiscuitsandwhiskey.com,Boomtown Biscuits & Whiskey is dedicated to reviving the American Pioneering spirit providing a one of a kind dining experience focused on comfort food.,Casual,
https://www.facebook.com/MacsOnThePike/,Mac's on the Pike ,6309 Wooster Pike,Cincinnati,+1 513-271-6227,Multi-Cuisine,Parking Lot parking,"Serves lunch, dinner and drinks","Walk-Ins Welcome,  Good For Groups,  Good For Kids,  Take Out,  Waiter Service,  Outdoor Seating",,http://www.macspizzapub.com/onthepike.html,"Old Wooster Tavern location on the border of Fairfax and Mariemont, Mac's (Pizza Pub) on the Pike features the same famous pizza and full menu as our McMillan location (with vegan-friendly options) with a slightly more laid-back atmosphere.",Casual,David J. Rinderle
https://www.facebook.com/LongHorn-Steakhouse-182183631813282/,LongHorn Steakhouse ,6620 Harrison Ave,Cincinnati,+1 513-574-6100,,,,,,http://www.longhornsteakhouse.com,,,
https://www.facebook.com/adriaticos/,Adriatico's ,m.me/adriaticos,,+1 513-281-4344,pizza,Street and parking lot parking,Serves lunch and dinner,"Good For Groups,  Take Out,  Delivery,  Waiter Service",adriaticos.sportsbar@gmail.com,http://adriaticosuc.com,"We are proud so serve the best customers of this city! Our top notch pizza, and our great beer selection compliments our love of sports and a good time!",Casual,
https://www.facebook.com/8thandenglish/,8th & English ,2038 Madison Rd,Cincinnati,+1 513-386-7383,,Street and parking lot parking,"Serves dinner, drinks and coffee","Good For Groups,  Good For Kids,  Takes Reservations,  Waiter Service,  Walk-Ins Welcome",info@8thandenglish.com,http://www.8thandenglish.com,Delicious food from the sea in Cincinnati's historic O'Bryonville neighborhood. Focused on fresh fish and seafood sourced locally and from around the globe,,
https://www.facebook.com/newkrishnarestaurant/,New Krishna Indian Restaurant ,"11974 Lebanon Rd, Ste 100",Cincinnati,+1 513-769-6266,,,,,,http://www.newkrishnarestaurant.com,Welcome to the official page of New Krishna Indian Cuisine. Hope to meet you soon at our friendly environment!!,,
https://www.facebook.com/harvestotr/,Harvest ,1739 Elm Street,Cincinnati,+1 513-381-0087,,,,,cincy.info@harvestpizzeria.com,http://www.harvestpizzeria.com,,,Seth Barnes
https://www.facebook.com/TrioBistro/,TRIO Bistro ,7565 Kenwood Rd,Cincinnati,+1 513-984-1905,Multi-Cuisine,Street and parking lot parking,"Serves breakfast, lunch, dinner, coffee and drinks","Takes Reservations,  Walk-Ins Welcome,  Good For Groups,  Good For Kids,  Take Out,  Waiter Service",info@triobistro.com,http://www.triobistro.com,"TRIO, Cincinnati’s premier dining destination for over 20 years, consistently welcomes you with outstanding food and service in an upscale, comfortable environment!",Casual,
https://www.facebook.com/Chipotle-Mexican-Grill-124272847624405/,Chipotle Mexican Grill ,4397 Glen Este Withamsville Rd,Cincinnati,+1 513-947-8201,,,,,,https://www.chipotle.com,,,
https://www.facebook.com/Chili-Time-Restaurant-111735072195434/,Chili Time Restaurant ,4727 Vine St,Cincinnati,+1 513-641-1130,Multi-Cuisine,Parking Lot parking,"Serves breakfast, lunch, dinner and coffee","Good For Groups,  Good For Kids,  Take Out,  Waiter Service,  Walk-Ins Welcome",,,,Casual,
https://www.facebook.com/The-Turf-Club-121926241213318/,The Turf Club ,4618 Eastern Ave,Cincinnati,+1 513-533-4222,american (traditional),Street parking,"Serves lunch, dinner and drinks","Walk-Ins Welcome,  Good For Kids,  Take Out,  Waiter Service",,,Closed Mon & Tues,Casual,
https://www.facebook.com/FiftyWestBrewingCompany/,Fifty West Brewing Company ,7668 Wooster Pike,Cincinnati,+1 513-834-8789,american (new) and american (traditional),Parking Lot parking,"Serves lunch, dinner and drinks","Walk-Ins Welcome,  Good For Groups,  Waiter Service,  Outdoor Seating",info@fiftywestbrew.com,http://fiftywestbrew.com,50 West Brewing Company,Casual,Zack O'Brian
https://www.facebook.com/modpizzaoakley/,MOD Pizza ,3200 Vandercar Way,Cincinnati,+1 513-351-0064,,,,,,https://modpizza.com/locations/oakley,Artisan- style pizzas and salads made on demand- super fast! Are you MOD?,,
https://www.facebook.com/Red-Lobster-144734728916163/,Red Lobster ,8220 Montgomery Road,Cincinnati,+1 513-984-2740,,,,,,https://www.redlobster.com/locations/list/oh/cincinnati/3564-springdale-road,,,
https://www.facebook.com/laszlosironskilletrestaurant/,Laszlo's Iron Skillet Restaurant ,1020 Ohio Pike,Cincinnati,+1 513-561-6776,Multi-Cuisine,Parking Lot parking,"Serves lunch, dinner, drinks and coffee","Catering,  Good For Groups,  Good For Kids,  Outdoor Seating,  Takes Reservations,  Take Out,  Waiter Service,  Walk-Ins Welcome",laszlosironskillet@hotmail.com,http://www.laszlosironskillet.com,Instagram: Laszlosironskillet Twitter: @laszlosiron,Casual,Monica Lippmeier
https://www.facebook.com/NicholsonsGastropub//about,Facebook,,,,,,,,,,,,
https://www.facebook.com/NicholsonsGastropub//about,Facebook,,,,,,,,,,,,
https://www.facebook.com/BlueGooseSportsCafe//about,Facebook,,,,,,,,,,,,
https://www.facebook.com/BWRCincinnatiOH/,Security Check Required,,,,,,,,,,,,
https://www.facebook.com/Swadfineindianfoodcincinnati/,Security Check Required,,,,,,,,,,,,
https://www.facebook.com/bellysoulblessings/,Security Check Required,,,,,,,,,,,,
https://www.facebook.com/SkylineChiliClifton/,Skyline Chili ,290 Ludlow Avenue,Cincinnati,(513) 221-2142,,,,,,http://www.skylinechili.com,,,
https://www.facebook.com/BlueGooseSportsCafe/,Facebook | Facebook,,,,,,,,,,,,
https://www.facebook.com/CarrabbasItalianGrill.Beechmont/,Carrabba's Italian Grill,"7500 Beechmont Ave, Ste 104",Cincinnati,(513) 233-0999,,,,,,https://www.carrabbas.com/locations/oh/cincinnati-(beechmont)?utm_source=yext&medium=referral&utm_campaign=location_listings,,,
https://www.facebook.com/hathawaysdiner/,Hathaway's Diner ,"441 Vine Street, The Carew Tower, 1st Floor",Cincinnati,(513) 621-1332,diners,Street and parking lot parking,"Serves breakfast, lunch and coffee","Walk-Ins Welcome,  Good For Groups,  Good For Kids,  Take Out,  Catering,  Waiter Service",,https://roadtrippers.com/us/cincinnati-oh/food-drink/hathaways-diner,Hathaway's Diner,,Danny & Sally Holbrook
https://www.facebook.com/djangonorthside/,Django Western Taco ,4172 Hamilton Ave,Cincinnati,(513) 978-0619,mexican and tex-mex,Parking Lot parking,"Serves lunch, dinner and drinks","Takes Reservations,  Walk-Ins Welcome,  Good For Groups,  Take Out,  Catering,  Waiter Service,  Outdoor Seating",djangonorthside@gmail.com,http://Djangonorthside.com,,Casual,Joshua Campbell
https://www.facebook.com/txrhCincinnatiOHKenwood/,Texas Roadhouse ,7860 Montgomery Rd.,Cincinnati,(513) 791-7427,,,,,store_kenwoodoh@texasroadhouse.com,http://www.texasroadhouse.com/restaurant-locations/ohio/kenwood,,,
https://www.facebook.com/eatdrinkloakley/,Maribelle's eat + drink ,3235  Madison Rd,Cincinnati,(513) 321-9111,Multi-Cuisine,Parking Lot parking,"Serves lunch, dinner and drinks","Takes Reservations,  Walk-Ins Welcome,  Good For Groups,  Take Out,  Waiter Service,  Outdoor Seating",leigh@maribelleseatdrink.com,http://www.maribelleseatdrink.com,"Fresh, delicious, innovative and local food.  Vegetarian Friendly. Brunch Saturday and Sunday 11am-2pm.",Casual,
https://www.facebook.com/Taste-of-Belgium-Rookwood-1654286004804109/,Taste of Belgium Rookwood ,"3825 Edwards Rd, Ste 110",Cincinnati,(513) 396-5800,Multi-Cuisine,Street and parking lot parking,"Serves breakfast, lunch and dinner",,roowkood@authenticwaffle.com,http://www.authenticwaffle.com,"NOW OPEN! Newest Taste of Belgium location. We serve breakfast, lunch, dinner and the best weekend brunch in town.",Casual,
https://www.facebook.com/TOBTheBanks/,Taste of Belgium at the Banks ,16 w. freedom way,Cincinnati,(513) 396-5800,,Street and parking lot parking,,,,http://authenticwaffle.com,Taste of Belgium at the Banks is NOW OPEN! Stop by and try our new & exclusive dinner menu and 54 draft beers.,,
https://www.facebook.com/Olive-Garden-134835603246125/,Olive Garden ,475 Ohio Pike,Cincinnati,(513) 528-4075,,,,,,http://www.olivegarden.com/locations/cincinnati/cincinnati-beechmont-avenue/700259,,,
https://www.facebook.com/Izens-Drunken-Bento-110387185709928/,Izen's Drunken Bento ,212 W McMillan St,Cincinnati,(513) 381-5905,Multi-Cuisine,Street parking,"Serves lunch, dinner and drinks","Takes Reservations,  Walk-Ins Welcome,  Good For Groups,  Take Out,  Catering,  Waiter Service",izen5133815905@gmail.com,,"The best sushi in Cincinnati, with a young, hip vibe that makes you continue coming back time and time again.  Get those traditional Korean entrees, too.",,
https://www.facebook.com/Lookout-Joe-Mt-Lookout-Coffee-Roasters-1749842681944029/,Lookout Joe ,3181 Linwood Ave,Cincinnati,(513) 871-8626,,,,,,http://www.lookoutjoe.com,,,
https://www.facebook.com/Ladder19/,Ladder 19 ,2701 Vine St,Cincinnati,(513) 221-2300,Multi-Cuisine,Street and parking lot parking,"Serves breakfast, lunch, dinner and drinks","Walk-Ins Welcome,  Good For Groups,  Good For Kids,  Take Out,  Catering,  Waiter Service,  Outdoor Seating",careers@ladder19.com,http://www.Ladder19.com,New Restaurant & Bar on Short Vine. Now Open!,Casual,
https://www.facebook.com/OChaleysCincinnati/,O'Charley's ,4531 Eastgate Blvd,Cincinnati,(513) 753-6266,,,,,,http://www.ocharleys.com,,,
https://www.facebook.com/fondorganiclunchanddeli/,Fond: Lunch and Deli ,10764 Montgomery Rd,Cincinnati,,Multi-Cuisine,Parking Lot parking,"Serves breakfast, lunch and coffee","Walk-Ins Welcome,  Good For Kids,  Take Out,  Catering,  Outdoor Seating",fondlunchdeli@outlook.com,http://www.fondcincinnati.com,We're Chef owned & locally sourced!,Casual,
https://www.facebook.com/Chipotle-Mexican-Grill-152933968057977/,Chipotle Mexican Grill ,444 Ohio Pike,Cincinnati,(513) 528-5938,,,,,,https://www.chipotle.com,,,
